title,is_productive
Alkanes: Crash Course Organic Chemistry #6
Protests East and West: Crash Course European History #45
IR Spectroscopy and Mass Spectrometry: Crash Course Organic Chemistry #5
Revolutions in Science and Tech: Crash Course European History #44
3D Structure and Bonding: Crash Course Organic Chemistry #4
More Organic Nomenclature: Heteroatom Functional Groups: Crash Course Organic Chemistry #3
Decolonization: Crash Course European History #43
The Basics of Organic Nomenclature: Crash Course Organic Chemistry #2
Post-World War II Recovery: Crash Course European History #42
Announcing the Crash Course App!
What Is Organic Chemistry?: Crash Course Organic Chemistry #1
Crash Course Organic Chemistry Preview
Post-War Rebuilding and the Cold War: Crash Course European History #41
"The Holocaust,Genocides, and Mass Murder of WWII: Crash Course European History #40"
World War II Civilians and Soldiers: Crash Course European History #39
World War II: Crash Course European History #38
Economic Depression and Dictators: Crash Course European History #37
Post-World War I Recovery: Crash Course European History #36
Russian Revolution and Civil War: Crash Course European History #35
"WWI's Civilians, the Homefront, and an Uneasy Peace: Crash Course European History #34"
World War I Battlefields: Crash Course European History #33
The Roads to World War I: Crash Course European History #32
Modern Thought and Culture in 1900: Crash Course European History #31
The Future of Artificial Intelligence: Crash Course AI #20
Cats vs Dogs? Let's make an AI to settle this: Crash Course AI #19
Modern Life: Crash Course European History #30
Algorithmic Bias and Fairness: Crash Course AI #18
Is Growth Right For You?: Crash Course Entrepreneurship #17
Migration: Crash Course European History #29
Web Search: Crash Course AI #17
Financing Options for Small Businesses: Crash Course Entrepreneurship #16
Expansion and Resistance: Crash Course European History #28
Let's make a movie recommendation system: Crash Course AI #16
Understanding Financial Statements and Accounting: Crash Course Entrepreneurship #15
Italian and German Unification: Crash Course European History #27
How YouTube knows what you should watch: Crash Course AI #15
Expenses & Costs - How to Spend Money Wisely: Crash Course Entrepreneurship #14
Revolutions of 1848: Crash Course European History #26
Humans and AI working together: Crash Course AI #14
Revenue Streams: Crash Course Entrepreneurship #13
Reform and Revolution 1815-1848: Crash Course European History #25
Let's make an AI that destroys video games: Crash Course AI #13
What's new with Crash Course
How to Sell Anything: Crash Course Entrepreneurship #12
The Industrial Revolution: Crash Course European History #24
AI Playing Games: Crash Course AI #12
How to Communicate with Customers: Crash Course Entrepreneurship #11
The Congress of Vienna: Crash Course European History #23
Robotics: Crash Course AI #11
Napoleon Bonaparte: Crash Course European History #22
Symbolic AI: Crash Course AI #10
How to Build Customer Relationships: Crash Course Entrepreneurship #10
Reinforcement Learning: Crash Course AI #9
How to Seek Help and Find Key Partners: Crash Course Entrepreneurship #9
The French Revolution: Crash Course European History #21
Make an AI sound like a YouTuber (LAB): Crash Course AI #8
The Core of a Business - Key Activities & Resources: Crash Course Business Entrepreneurship #8
Natural Language Processing: Crash Course AI #7
Testing Your Product and Getting Feedback: Crash Course Business Entrepreneurship #7
18th Century Warfare: Crash Course European History #20
Unsupervised Learning: Crash Course AI #6
Minimum Viable Product and Pivoting: Crash Course Business Entrepreneurship #6
Enlightened Monarchs: Crash Course European History #19
Legal Basics and Business Entity Formation: Crash Course Business Entrepreneurship #5
The Enlightenment: Crash Course European History #18
How to make an AI read your handwriting (LAB) : Crash Course Ai #5
What Can You Learn from Your Competition?: Crash Course Business Entrepreneurship #4
Training Neural Networks: Crash Course AI #4
Value Proposition and Customer Segments: Crash Course Business - Entrepreneurship #3
The Rise of Russia and Prussia: Crash Course European History #17
Neural Networks and Deep Learning: Crash Course AI #3
How to Develop a Business Idea: Crash Course Business - Entrepreneurship #2
Eastern Europe Consolidates: Crash Course European History #16
Supervised Learning: Crash Course AI #2
Who Even Is An Entrepreneur?: Crash Course Business - Entrepreneurship #1
Dutch Golden Age: Crash Course European History #15
What Is Artificial Intelligence? Crash Course AI #1
Crash Course Business: Entrepreneurship Preview
English Civil War: Crash Course European History #14
Crash Course Artificial Intelligence Preview
Absolute Monarchy: Crash Course European History #13
Scientific Revolution: Crash Course European History #12
How to Avoid Burnout: Crash Course Business - Soft Skills #17
The 17th Century Crisis: Crash Course European History #11
The Many Forms of Power: Crash Course Business - Soft Skills #16
Witchcraft: Crash Course European History #10
How to Create a Fair Workplace: Crash Course Business: Soft Skills #15
How to Find Your Leadership Style: Crash Course Business - Soft Skills #14
Catholic Counter-Reformation: Crash Course European History #9
How to Handle Conflict: Crash Course Business - Soft Skills #13
"Commerce, Agriculture, and Slavery: Crash Course European History #8"
How to Avoid Teamwork Disasters: Crash Course Business - Soft Skills #12
Reformation and Consequences: Crash Course European History #7
How to Make Tough Decisions: Crash Course Business - Soft Skills #11
The Protestant Reformation: Crash Course European History #6
Making Time Management Work for You: Crash Course Business - Soft Skills #10
Expansion and Consequences: Crash Course European History #5
How to Set and Achieve SMART Goals: Crash Course Business - Soft Skills #9
The Age of Exploration: Crash Course European History #4
The Biggest Problems We're Facing Today & The Future of Engineering: Crash Course Engineering #46
How to Become a Better Negotiator: Crash Course Business - Soft Skills #8
The Limits of History: Crash Course History of Science #46
The Northern Renaissance: Crash Course European History #3
How To Become An Engineer: Crash Course Engineering #45
Prepare to Negotiate Your Salary (Or Anything): Crash Course Business - Soft Skills #7
Climate Science: Crash Course History of Science #45
Florence and the Renaissance: Crash Course European History #2
Building a Desalination Plant from Scratch: Crash Course Engineering #44
How to Ace the Interview: Crash Course Business - Soft Skills #6
Life and Longevity: Crash Course History of Science #44
Medieval Europe: Crash Course European History #1
How Seawater Sabotages Ships: Crash Course Engineering #43
How to Make a Resume Stand Out: Crash Course Business - Soft Skills #5
The Internet and Computing: Crash Course History of Science #43
YouTube Couldn't Exist Without Communications & Signal Processing: Crash Course Engineering #42
How to Speak With Confidence: Crash Course Business - Soft Skills #4
The Century of the Gene: Crash Course History of Science #42
Crash Course European History Preview
Why Moving People is Complicated: Crash Course Engineering #41
The Secret to Business Writing: Crash Course Business - Soft Skills #3
Bodies and Dollars: Crash Course History of Science #41
Defense Against the Dark Arts of Influence: Crash Course Business Soft Skills #2
Biotechnology: Crash Course History of Science #40
How the Leaning Tower of Pisa Was Saved: Crash Course Engineering #40
Why You Need Trust to Do Business: Crash Course Business - Soft Skills #1
Social Media: Crash Course Navigating Digital Information #10
Mass-Producing Ice Cream with Food Engineering: Crash Course Engineering #39
Crash Course Business - Soft Skills: Preview
Click Restraint: Crash Course Navigating Digital Information #9
Controlling the Environment: Crash Course History of Science #39
Broadway Book Musicals: Crash Course Theater #50
Changing the Blueprints of Life - Genetic Engineering: Crash Course Engineering #38
Data & Infographics: Crash Course Navigating Digital Information #8
Ecology: Crash Course History of Science #38
Into Africa and Wole Soyinka: Crash Course Theater #49
Smart Tattoos & Tiny Robots: Crash Course Engineering #37
Evaluating Photos & Videos: Crash Course Navigating Digital Information #7
Air Travel and The Space Race: Crash Course History of Science #37
Poor Unfortunate Theater: Crash Course Theater #48
How to Engineer Health - Drug Discovery & Delivery: Crash Course Engineering #36
Evaluating Evidence: Crash Course Navigating Digital Information #6
The Computer and Turing: Crash Course History of Science #36
The Birth of Off Broadway: Crash Course Theater #47
Computer Engineering & the End of Moore's Law: Crash Course Engineering #35
Using Wikipedia: Crash Course Navigating Digital Information #5
Genetics and The Modern Synthesis: Crash Course History of Science #35
"Broadway, Seriously: Crash Course Theater #46"
To The Moon & Mars - Aerospace Engineering: Crash Course Engineering #34
Who Can You Trust? Crash Course Navigating Digital Information #4
"Beckett, Ionesco, and the Theater of the Absurd: Crash Course Theater #45"
How Engineering Robots Works: Crash Course Engineering #33
Check Yourself with Lateral Reading: Crash Course Navigating Digital Information #3
Biomedicine: Crash Course History of Science #34
Bertolt Brecht and Epic Theater: Crash Course Theater #44
Why It's So Hard To Make Better Batteries: Crash Course Engineering #32
The Facts about Fact Checking: Crash Course Navigating Digital Information #2
The Atomic Bomb: Crash Course History of Science #33
Antonin Artaud and the Theater of Cruelty: Crash Course Theater #43
The Future of Clean Energy: Crash Course Engineering #31
When Predictions Succeed: Crash Course Statistics #44
Introduction to Crash Course Navigating Digital Information #1
Einstein's Revolution: Crash Course History of Science #32
Federal Theatre and Group Theater: Crash Course Theater #42
The Engineering Challenges of Renewable Energy: Crash Course Engineering #30
When Predictions Fail: Crash Course Statistics #43
The Harlem Renaissance: Crash Course Theater #41
Preventing Flint - Environmental Engineering: Crash Course Engineering #29
War: Crash Course Statistics #42
Crash Course Navigating Digital Information Preview
Marie Curie and Spooky Rays: Crash Course History of Science #31
Little Theater and American Avant Garde: Crash Course Theater #40
Flirting With Disaster - The Importance of Safety: Crash Course Engineering #28
Neural Networks: Crash Course Statistics #41
Futurism and Constructivism: Crash Course Theater #39
Engineering Ethics: Crash Course Engineering #27
A History of Crash Course
The Mind/Brain: Crash Course History of Science #30
Expressionist Theater: Crash Course Theater #38
"Skyscrapers, Statics, & Dynamics: Crash Course Engineering #26"
Statistics in the Courts: Crash Course Statistics #40
"Cinema, Radio, and Television: Crash Course History of Science #29"
"Dada, Surrealism, and Symbolism: Crash Course Theater #37"
Big Data Problems: Crash Course Statistics #39
"Cheese, Catastrophes, & Process Control: Crash Course Engineering #25"
Intro to Big Data: Crash Course Statistics #38
"Ford, Cars, and a New Revolution: Crash Course History of Science #28"
"Synge, Wilde, Shaw, and the Irish Renaissance: Crash Course Theater #36"
Biomaterials: Crash Course Engineering #24
Unsupervised Machine Learning: Crash Course Statistics #37
Electricity: Crash Course History of Science #27
The Horrors of the Grand Guignol: Crash Course Theater #35
The Mighty Power of Nanomaterials: Crash Course Engineering #23
Supervised Machine Learning: Crash Course Statistics #36
Thermodynamics: Crash Course History of Science #26
"Silicon, Semiconductors, & Solar Cells: Crash Course Engineering #22"
Fitting Models Is like Tetris: Crash Course Statistics #35
Genetics - Lost and Found: Crash Course History of Science #25
Chekhov and the Moscow Art Theater: Crash Course Theater #34
"Electrical Power, Conductors, & Your Dream Home: Crash Course Engineering #21"
ANOVA Part 2: Dealing with Intersectional Groups: Crash Course Statistics #34
Micro-Biology: Crash Course History of Science #24
"Symbolism, Realism, and a Nordic Playwright Grudge Match: Crash Course Theater #33"
ANOVA: Crash Course Statistics #33
Eugenics and Francis Galton: Crash Course History of Science #23
Realism Gets Even More Real: Crash Course Theater #32
The Polymer Explosion: Crash Course Engineering #20
Regression: Crash Course Statistics #32
The Philosopher's Corpse: Crash Course Recess #2
Darwin and Natural Selection: Crash Course History of Science #22
"Zola, France, Realism, and Naturalism: Crash Course Theater #31"
Metals & Ceramics: Crash Course Engineering #19
The Replication Crisis: Crash Course Statistics #31
The Industrial Revolution: Crash Course History of Science #21
Race Melodrama and Minstrel Shows: Crash Course Theater #30
"Reaching Breaking Point: Materials, Stresses, & Toughness: Crash Course Engineering #18"
North America Gets a Theater...Riot: Crash Course Theater #29
Mass Separation: Crash Course Engineering #17
Earth Science: Crash Course History of Science #20
The Rise of Melodrama: Crash Course Theater #28
"Drugs, Dyes, & Mass Transfer: Crash Course Engineering #16"
P-Hacking: Crash Course Statistics #30
How Not to Set Your Pizza on Fire: Crash Course Engineering #15
Chi-Square Tests: Crash Course Statistics #29
Biology Before Darwin: Crash Course History of Science #19
"Why So Angry, German Theater? Crash Course Theater #27"
Heat Transfer: Crash Course Engineering #14
Degrees of Freedom and Effect Sizes: Crash Course Statistics #28
The New Chemistry: Crash Course History of Science #18
England's Sentimental Theater: Crash Course Theater #26
Fluid Flow & Equipment: Crash Course Engineering #13
T-Tests: A Matched Pair Made in Heaven: Crash Course Statistics #27
Newton and Leibniz: Crash Course History of Science #17
"China, Zaju, and Beijing Opera: Crash Course Theater #25"
"Stress, Strain & Quicksand: Crash Course Engineering #12"
Test Statistics: Crash Course Statistics #26
The Columbian Exchange: Crash Course History of Science #16
All Night Demon Dance Party - Kathakali: Crash Course Theater #24
"Heat Engines, Refrigerators, & Cycles: Crash Course Engineering #11"
Bayes in Science and Everyday Life: Crash Course Statistics #25
"Japan, Kabuki, and Bunraku: Crash Course Theater #23"
You Know I'm All About that Bayes: Crash Course Statistics #24
The New Anatomy: Crash Course History of Science #15
"Pre-Columbian Theater, Spanish Empire, and Sor Juana: Crash Course Theater #22"
Why We Can't Invent a Perfect Engine: Crash Course Engineering #10
Playing with Power: P-Values Pt 3: Crash Course Statistics #23
The Scientific Methods: Crash Course History of Science #14
Moliere - Man of Satire and Many Burials: Crash Course Theater #21
The First & Zeroth Laws of Thermodynamics: Crash Course Engineering #9
P-Value Problems: Crash Course Statistics #22
The New Astronomy: Crash Course History of Science #13
"Rules, Rule-Breaking, and French Neoclassicism: Crash Course Theater #20"
Reversibility & Irreversibility: Crash Course Engineering #8
The Scientific Revolution: Crash Course History of Science #12
The Spanish Golden Age: Crash Course Theater #19
The Law of Conservation: Crash Course Engineering #7
How P-Values Help Us Test Hypotheses: Crash Course Statistics #21
Cathedrals and Universities: Crash Course History of Science #11
Biomedical & Industrial Engineering: Crash Course Engineering #6
Where Did Theater Go? Crash Course Theater #18
The History of Chemical Engineering: Crash Course Engineering #5
Confidence Intervals: Crash Course Statistics #20
Alchemy: History of Science #10
English Theater After Shakespeare: Crash Course Theater #17
The History of Electrical Engineering: Crash Course Engineering #4
The Normal Distribution: Crash Course Statistics #19
Ancient & Medieval Medicine: Crash Course History of Science #9
"Comedies, Romances, and Shakespeare's Heroines: Crash Course Theater #16"
Mechanical Engineering: Crash Course Engineering #3
Z-Scores and Percentiles: Crash Course Statistics #18
Shakespeare's Tragedies and an Acting Lesson: Crash Course Theater #15
Civil Engineering: Crash Course Engineering #2
Randomness: Crash Course Statistics #17
Medieval China: Crash Course History of Science #8
Straight Outta Stratford-Upon-Avon - Shakespeare's Early Days: Crash Course Theater #14
What is Engineering?: Crash Course Engineering #1
Geometric Distributions and The Birthday Paradox: Crash Course Statistics #16
Future Literacies: Crash Course Media Literacy #12
The Medieval Islamicate World: Crash Course History of Science #7
The English Renaissance and NOT Shakespeare: Crash Course Theater #13
Crash Course Engineering Preview
The Binomial Distribution: Crash Course Statistics #15
Media Skills: Crash Course Media Literacy #11
Roman Engineering: Crash Course History of Science #6
"Pee Jokes, the Italian Renaissance, Commedia Dell'Arte: Crash Course Theater #12"
Probability Part 2: Updating Your Beliefs with Bayes: Crash Course Statistics #14
The Dark(er) Side of Media: Crash Course Media Literacy #10
The Americas and Time Keeping: Crash Course History of Science #5
Just Say Noh. But Also Say Kyogen: Crash Course Theater #11
2001 - A Space Odyssey: Crash Course Film Criticism #15
Probability Part 1: Rules and Patterns: Crash Course Statistics #13
India: Crash Course History of Science #4
Media Policy & You: Crash Course Media Literacy #9
Get Outside and Have a (Mystery) Play: Crash Course Theater #10
Beasts of No Nation: Crash Course Film Criticism #14
"Henrietta Lacks, the Tuskegee Experiment, and Ethical Data Collection: Crash Course Statistics #12"
Media Ownership: Crash Course Media Literacy #8
Plato and Aristotle: Crash Course History of Science #3
"Hrotsvitha, Hildegard, and the Nun who Resurrected Theater: Crash Course Theater #9"
Moonlight: Crash Course Film Criticism #13
Science Journalism: Crash Course Statistics #11
Online Advertising: Crash Course Media Literacy #7
The Presocratics: Crash Course History of Science #2
The Death and Resurrection of Theater as...Liturgical Drama: Crash Course Theater #8
The Eagle Huntress: Crash Course Film Criticism #12
Influence & Persuasion: Crash Course Media Literacy #6
Three Colors - Blue: Crash Course Film Criticism #11
Sampling Methods and Bias with Surveys: Crash Course Statistics #10
Media & Money: Crash Course Media Literacy #5
Intro to History of Science: Crash Course History of Science #1
"Nostrils, Harmony with the Universe, and Ancient Sanskrit Theater: Crash Course Theater #7"
The Limey: Crash Course Film Criticism #10
Controlled Experiments: Crash Course Statistics #9
Media & the Mind: Crash Course Media Literacy #4
Crash Course History of Science Preview
"Roman Theater with Plautus, Terence, and Seneca: Crash Course Theater #6"
Pan's Labyrinth: Crash Course Film Criticism #9
Correlation Doesn't Equal Causation: Crash Course Statistics #8
"History of Media Literacy, Part 2: Crash Course Media Literacy #3"
"Dances to Flute Music and Obscene Verse. It's Roman Theater, Everybody: Crash Course Theater #5"
Apocalypse Now: Crash Course Film Criticism #8
The Shape of Data: Distributions: Crash Course Statistics #7
"History of Media Literacy, Part 1: Crash Course Media Literacy #2"
The Inventor Who Vanished: Crash Course Recess #1
"Greek Comedy, Satyrs, and Aristophanes: Crash Course Theater #4"
Lost in Translation: Crash Course Film Criticism #7
"Plots, Outliers, and Justin Timberlake: Data Visualization Part 2: Crash Course Statistics #6"
Introduction to Media Literacy: Crash Course Media Literacy #1
Tragedy Lessons from Aristotle: Crash Course Theater #3
Do the Right Thing: Crash Course Film Criticism #6
Charts Are Like Pasta - Data Visualization Part 1: Crash Course Statistics #5
Crash Course Media Literacy Preview
"Thespis, Athens, and The Origins of Greek Drama: Crash Course Theater #2"
In the Mood For Love: Crash Course Film Criticism #5
Measures of Spread: Crash Course Statistics #4
"Liberals, Conservatives, and Pride and Prejudice, Part 2: Crash Course Literature 412"
The Structure & Cost of US Health Care: Crash Course Sociology #44
What Is Theater? Crash Course Theater #1
Where Are My Children: Crash Course Film Criticism #4
"Mean, Median, and Mode: Measures of Central Tendency: Crash Course Statistics #3"
"Pride and Prejudice, Part 1: Crash Course Literature 411"
Population Health: Crash Course Sociology #43
Crash Course Theater and Drama Preview!
Mathematical Thinking: Crash Course Statistics #2
"Gender, Guilt, and Fate - Macbeth, Part 2: Crash Course Literature 410"
Health & Medicine: Crash Course Sociology #42
Mythical Language and Idiom: Crash Course World Mythology #41
Selma: Crash Course Film Criticism #3
What Is Statistics: Crash Course Statistics #1
"Free Will, Witches, Murder, and Macbeth, Part 1: Crash Course Literature 409"
Schools & Social Inequality: Crash Course Sociology #41
"Freud, Jung, Luke Skywalker, and the Psychology of Myth: Crash Course World Mythology #40"
Aliens: Crash Course Film Criticism #2
Crash Course Statistics Preview
To the Lighthouse: Crash Course Literature 408
Education In Society: Crash Course Sociology #40
Witches and Hags: Crash Course World Mythology #39
Citizen Kane: Crash Course Film Criticism #1
The Yellow Wallpaper: Crash Course Literature 407
Religion: Crash Course Sociology #39
Crash Course Film Criticism Preview
Serpents and Dragons: Crash Course World Mythology #38
"The Singularity, Skynet, and the Future of Computing: Crash Course Computer Science #40"
The Parable of the Sower: Crash Course Literature 406
Stages of Family Life: Crash Course Sociology #38
Mythical Horses: Crash Course World Mythology #37
Television Production: Crash Course Film Production with Lily Gladstone #15
Educational Technology: Crash Course Computer Science #39
Candide: Crash Course Literature 405
Theories About Family & Marriage: Crash Course Sociology #37
To Film School or Not To Film School: Crash Course Film Production with Lily Gladstone #14
Psychology of Computing: Crash Course Computer Science #38
"The Handmaid's Tale, Part 2: Crash Course Literature 404"
Age & Aging: Crash Course Sociology #36
"Monsters. They're Us, Man: Crash Course World Mythology #36"
Marketing: Crash Course Film Production with Lily Gladstone #13
Robots: Crash Course Computer Science #37
"The Handmaid's Tale, Part 1: Crash Course Literature 403"
Racial/Ethnic Prejudice & Discrimination: Crash Course Sociology #35
Natural Language Processing: Crash Course Computer Science #36
"George Orwell's 1984, Part 2: Crash Course Literature 402"
Race & Ethnicity: Crash Course Sociology #34
Cities of Myth: Crash Course World Mythology #35
The Editor: Crash Course Film Production with Lily Gladstone #12
Computer Vision: Crash Course Computer Science #35
Theories of Gender: Crash Course Sociology #33
Mythical Trees: Crash Course World Mythology #34
Special Effects: Crash Course Film Production with Lily Gladstone #11
"1984 by George Orwell, Part 1: Crash Course Literature 401"
Gender Stratification: Crash Course Sociology #32
Mythical Mountains: Crash Course World Mythology #33
Grip and Electric: Crash Course Film Production with Lily Gladstone #10
Machine Learning & Artificial Intelligence: Crash Course Computer Science #34
Crash Course Literature Season Four Preview!
Sex & Sexuality: Crash Course Sociology #31
Mythical Caves and Gardens: Crash Course World Mythology #32
Designing the World of Film: Crash Course Film Production with Lily Gladstone #9
Cryptography: Crash Course Computer Science #33
Politics: Crash Course Sociology #30
"Ma'ui, Oceania's Hero: Crash Course World Mythology #31"
The Cinematographer: Crash Course Film Production with Lily Gladstone #8
Hackers & Cyber Attacks: Crash Course Computer Science #32
Changes to our Patreon
Economic Systems & the Labor Market: Crash Course Sociology #29
Herakles. Or Hercules. A Problematic Hero: Crash Course World Mythology #30
The Director: Crash Course Film Production with Lily Gladstone #7
Cybersecurity: Crash Course Computer Science #31
Exercise: Crash Course Study Skills #10
Theories of Global Stratification: Crash Course Sociology #28
The Mwindo Epic: Crash Course World Mythology #29
Producers: Crash Course Film Production with Lily Gladstone #6
The World Wide Web: Crash Course Computer Science #30
Papers & Essays: Crash Course Study Skills #9
Global Stratification & Poverty: Crash Course Sociology #27
"Galahad, Perceval, and the Holy Grail: Crash Course World Mythology #28"
Sound Production: Crash Course Film Production with Lily Gladstone #5
Test Anxiety: Crash Course Study Skills #8
Social Mobility: Crash Course Sociology #26
Rama and the Ramayana: Crash Course World Mythology #27
Dissecting The Camera: Crash Course Film Production with Lily Gladstone #4
The Internet: Crash Course Computer Science #29
Studying for Exams: Crash Course Study Skills #7
The Impacts of Social Class: Crash Course Sociology #25
Computer Networks: Crash Course Computer Science #28
Procrastination: Crash Course Study Skills #6
Social Class & Poverty in the US: Crash Course Sociology #24
The Epic of Gilgamesh: Crash Course World Mythology #26
The Filmmaker's Army: Crash Course Film Production with Lily Gladstone #3
3D Graphics: Crash Course Computer Science #27
Focus & Concentration: Crash Course Study Skills #5
The Hero's Journey and the Monomyth: Crash Course World Mythology #25
Pitching and Pre-Production: Crash Course Film Production with Lily Gladstone #2
Graphical User Interfaces: Crash Course Computer Science #26
Planning & Organization: Crash Course Study Skills #4
Crash Course Sociology Outtakes #1
Ragnarok: Crash Course World Mythology #24
Screenplays: Crash Course Film Production with Lily Gladstone #1
The Personal Computer Revolution: Crash Course Computer Science #25
Memory: Crash Course Study Skills #3
Social Stratification in the US: Crash Course Sociology #23
The Apocalyspe: Crash Course World Mythology #23
Crash Course Film Production with Lily Gladstone Preview
The Cold War and Consumerism: Crash Course Computer Science #24
Reading Assignments: Crash Course Study Skills #2
Why is there Social Stratification?: Crash Course Sociology #22
"Coyote and Raven, American Tricksters: Crash Course World Mythology #22"
Outtakes: Crash Course Film History
Screens & 2D Graphics: Crash Course Computer Science #23
Taking Notes: Crash Course Study Skills #1
Social Stratification: Crash Course Sociology #21
Hermes and Loki and Tricksters Part 2: Crash Course World Mythology #21
Experimental and Documentary Films: Crash Course Film History #16
Keyboards & Command Line Interfaces: Crash Course Computer Science #22
Crash Course Study Skills Preview
Crime: Crash Course Sociology #20
Outtakes #2: Crash Course World Mythology
World Cinema - Part 2: Crash Course Film History #15
Compression: Crash Course Computer Science #21
Theory & Deviance: Crash Course Sociology #19
Tricksters: An Introduction: Crash Course World Mythology #20
World Cinema - Part 1: Crash Course Film History #14
Outtakes #2: Crash Course Computer Science
Deviance: Crash Course Sociology #18
The Dying God: Crash Course World Mythology #19
Home Video: Crash Course Film History #13
Files & File Systems: Crash Course Computer Science #20
Why Early Globalization Matters: Crash Course Big History #206
Formal Organizations: Crash Course Sociology #17
American Floods: Crash Course World Mythology #18
Independent Cinema: Crash Course Film History #12
Memory & Storage: Crash Course Computer Science #19
Social Groups: Crash Course Sociology #16
Yu the Engineer and Flood Stories from China: Crash Course World Mythology #17
The Golden Age of Hollywood: Crash Course Film History #11
Operating Systems: Crash Course Computer Science #18
Why Human Ancestry Matters: Crash Course Big History 205
Social Interaction & Performance: Crash Course Sociology #15
Integrated Circuits & Moore's Law: Crash Course Computer Science #17
Why Human Evolution Matters: Crash Course Big History 204
Socialization: Crash Course Sociology #14
Noah's Ark and Floods in the Ancient Near East: Crash Course World Mythology #16
Breaking the Silence: Crash Course Film History #10
Software Engineering: Crash Course Computer Science #16
Social Development: Crash Course Sociology #13
Archetypes and Male Divinities: Crash Course World Mythology #15
The Silent Era: Crash Course Film History #9
Alan Turing: Crash Course Computer Science #15
Why the Evolutionary Epic Matters: Crash Course Big History #203
How We Got Here: Crash Course Sociology #12
Fire and Buffalo Goddesses: Crash Course World Mythology #14
Soviet Montage: Crash Course Film History #8
Data Structures: Crash Course Computer Science #14
Why Star Stuff Matters: Crash Course Big History 202
Great Goddesses: Crash Course World Mythology #13
German Expressionism: Crash Course Film History #7
Intro to Algorithms: Crash Course Computer Science #13
Why Cosmic Evolution Matters: Crash Course Big History #201
"Cultures, Subcultures, and Countercultures: Crash Course Sociology #11"
Theories of Myth: Crash Course World Mythology #12
The Birth of the Feature Film: Crash Course Film History #6
Programming Basics: Statements & Functions: Crash Course Computer Science #12
"Symbols, Values & Norms: Crash Course Sociology #10"
African Pantheons and the Orishas: Crash Course World Mythology #11
The Language of Film: Crash Course Film History #5
The First Programming Languages: Crash Course Computer Science #11
Max Weber & Modernity: Crash Course Sociology #9
Crash Course World Mythology Outtakes 1
Georges Melies - Master of Illusion: Crash Course Film History #4
Early Programming: Crash Course Computer Science #10
Harriet Martineau & Gender Conflict Theory: Crash Course Sociology #8
The Norse Pantheon: Crash Course World Mythology #10
The Lumiere Brothers: Crash Course Film History #3
Advanced CPU Designs: Crash Course Computer Science #9
Dubois & Race Conflict: Crash Course Sociology #7
The Greeks and Romans - Pantheons Part 3: Crash Course World Mythology #9
The First Movie Camera: Crash Course Film History #2
Crash Course Computer Science Outtakes
Karl Marx & Conflict Theory: Crash Course Sociology #6
Indian Pantheons: Crash Course World Mythology #8
Movies are Magic: Crash Course Film History #1
Instructions & Programs: Crash Course Computer Science #8
#ILovePBS
Émile Durkheim on Suicide & Society: Crash Course Sociology #5
Pantheons of the Ancient Mediterranean: Crash Course World Mythology #7
Crash Course Film History Preview
The Central Processing Unit (CPU): Crash Course Computer Science #7
Sociology Research Methods: Crash Course Sociology #4
Humans and Nature and Creation: Crash Course World Mythology #6
Outtakes #4: Crash Course Physics
Registers and RAM: Crash Course Computer Science #6
Sociology & the Scientific Method: Crash Course Sociology #3
Social Orders and Creation Stories: Crash Course World Mythology #5
Astrophysics and Cosmology: Crash Course Physics #46
How Computers Calculate - the ALU: Crash Course Computer Science #5
Major Sociological Paradigms: Crash Course Sociology #2
Nuclear Physics: Crash Course Physics #45
Earth Mothers and Rebellious Sons - Creation Part 3: Crash Course World Mythology #4
Representing Numbers and Letters with Binary: Crash Course Computer Science #4
What Is Sociology?: Crash Course Sociology #1
"Cosmic Sexy Time, Eggs, Seeds, and Water: Crash Course World Mythology #3"
Quantum Mechanics - Part 2: Crash Course Physics #44
Boolean Logic & Logic Gates: Crash Course Computer Science #3
Creation from the Void: Crash Course World Mythology #2
Quantum Mechanics - Part 1: Crash Course Physics #43
Electronic Computing: Crash Course Computer Science #2
Crash Course Sociology Preview
What Is Myth? Crash Course World Mythology #1
Special Relativity: Crash Course Physics #42
Early Computing: Crash Course Computer Science #1
Outtakes #5: Crash Course Philosophy
Crash Course World Mythology Preview
Optical Instruments: Crash Course Physics #41
Crash Course Computer Science Preview
What Is a Good Life?: Crash Course Philosophy #46
Assisted Death & the Value of Life: Crash Course Philosophy #45
Spectra Interference: Crash Course Physics #40
Poverty & Our Response to It: Crash Course Philosophy #44
Light Is Waves: Crash Course Physics #39
Family Obligations: Crash Course Philosophy #43
Geometric Optics: Crash Course Physics #38
Non-Human Animals: Crash Course Philosophy #42
Maxwell's Equations: Crash Course Physics #37
Discrimination: Crash Course Philosophy #41
AC Circuits: Crash Course Physics #36
Outtakes #4: Crash Course Philosophy
Outtakes #3: Crash Course Games
How Power Gets to Your Home: Crash Course Physics #35
What Is Justice?: Crash Course Philosophy #40
The Future of Gaming: Crash Course Games #29
Induction - An Introduction: Crash Course Physics #34
Moral Luck: Crash Course Philosophy #39
Ampère's Law: Crash Course Physics #33
The Pokémon Phenomenon: Crash Course Games #28
Aristotle & Virtue Theory: Crash Course Philosophy #38
Magnetism: Crash Course Physics #32
Contractarianism: Crash Course Philosophy #37
Utilitarianism: Crash Course Philosophy #36
Gambling: Crash Course Games #27
Capacitors and Kirchhoff: Crash Course Physics #31
